Graph_Type,Base_Diameter,Achieved_Reduced_Diameter,QAOA_Layers_p,Formal_Strategy,Mean_AR,Max_AR,Min_AR,Std_AR,Unique_N_Tested,Total_Graphs_Tested,Baseline_Mean_AR,Absolute_AR_Lift,Improvement_Percentage
Bipartite,4,1,2,XX_Mixer,0.9790335769005207,0.9999999171682904,0.90051222821322,0.03486152170328299,9,14,0.9439098736705593,0.03512370322996139,3.7210865369356396
Bipartite,4,1,2,XX+YY_Mixer,0.9995143836896825,0.999999826743815,0.9961806605064636,0.0010584239013763205,9,14,0.9439098736705593,0.05560451001912314,5.89087068269508
Bipartite,4,4,3,Standard_QAOA,0.9935060791672925,0.9999999080118394,0.9090908293279398,0.02429638024184366,9,14,0.9935060791672925,0.0,0.0
Bipartite,4,3,3,XX_Mixer,0.9999991047061957,0.999999891510545,0.9999950172068478,1.2158738779352742e-06,9,14,0.9935060791672925,0.0064930255389031855,0.6535466339919447
Bipartite,4,3,3,XX+YY_Mixer,0.9999994438672151,0.9999998957901708,0.9999987979696744,3.367026843174622e-07,9,14,0.9935060791672925,0.006493364699922566,0.6535807717819887
Bipartite,4,2,3,XX_Mixer,0.9999985499465526,0.9999999319902226,0.9999899604314736,2.5233441821126643e-06,9,14,0.9935060791672925,0.006492470779260073,0.6534907954163441
Bipartite,4,2,3,XX+YY_Mixer,0.9999961081822821,0.9999998626608656,0.99998105585369,5.722033808376834e-06,9,14,0.9935060791672925,0.006490029014989629,0.6532450229624411
Bipartite,4,1,3,XX_Mixer,0.9946707598858902,0.9999997393816126,0.9797602744962882,0.008623348478585577,9,14,0.9935060791672925,0.0011646807185976549,0.11722934997779103
Bipartite,4,1,3,XX+YY_Mixer,0.9892367499241183,0.999999292747287,0.9538121426994074,0.016370937270077827,9,14,0.9935060791672925,-0.004269329243174247,-0.429723514802505
Bipartite,5,5,1,Standard_QAOA,0.775071081687577,0.874999996415475,0.7241175501818493,0.03586304085691081,9,22,0.775071081687577,0.0,0.0
Bipartite,5,4,1,XX_Mixer,0.7768845710335361,0.8749999960055075,0.7323895785174765,0.03663768168406698,9,20,0.775071081687577,0.0018134893459591517,0.23397716529567933
